,IATA,airport,city,country,pagerank
4088,NRN,Niederrhein,Weeze,Germany,0.000293308896358
660,KRK,Balice,Krakow,Poland,0.000292583149295
657,SVG,Sola,Stavanger,Norway,0.000292476864391
3311,HBE,Borg El Arab Intl,Alexandria,Egypt,0.000292201352317
3073,MLE,Male Intl,Male,Maldives,0.000291382888111
3170,KCH,Kuching Intl,Kuching,Malaysia,0.000291164995831
2191,GUM,Guam Intl,Agana,Guam,0.000291039984042
2493,GYN,Santa Genoveva,Goiania,Brazil,0.00029096548006
5214,NAY,Beijing Nanyuan Airport,Beijing,China,0.000290176715856
2866,IEV,Zhuliany Intl,Kiev,Ukraine,0.000289496225207
4794,YRL,Red Lake Airport,Red Lake,Canada,0.000289456326481
4240,AAQ,Vityazevo,Anapa,Russia,0.00028871731037
4040,IFN,Esfahan Shahid Beheshti Intl,Isfahan,Iran,0.00028809918854
1143,KGL,Kigali Intl,Kigali,Rwanda,0.000287339180636
1729,SDQ,Las Americas Intl,Santo Domingo,Dominican Republic,0.000286913401607
3295,YNT,Laishan,Yantai,China,0.000286542670398
2847,YKS,Yakutsk,Yakutsk,Russia,0.000284392119953
3802,BTH,Hang Nadim,Batam,Indonesia,0.00028247546647
242,COO,Cadjehoun,Cotonou,Benin,0.000280777029215
2914,AMD,Ahmedabad,Ahmedabad,India,0.000279898511869
3416,MYR,Myrtle Beach Intl,Myrtle Beach,United States,0.000279854097099
1176,PFO,Pafos Intl,Paphos,Cyprus,0.000278295131755
3913,BIL,Billings Logan International Airport,Billings,United States,0.000278113619987
5239,XNN,Xining Caojiabu Airport,Xining,China,0.0002777254743
1230,SVQ,Sevilla,Sevilla,Spain,0.000277085448777
3925,LJG,Lijiang Airport,Lijiang,China,0.000276911529492
1475,BRI,Bari,Bari,Italy,0.000276443847993
1165,EBB,Entebbe Intl,Entebbe,Uganda,0.000276147258238
3151,DJJ,Sentani,Jayapura,Indonesia,0.000276034790316
2063,AWZ,Ahwaz,Ahwaz,Iran,0.000274585278372
3665,GAL,Edward G Pitka Sr,Galena,United States,0.000274165927626
3230,ISA,Mount Isa,Mount Isa,Australia,0.000274090261421
2486,FLN,Hercilio Luz,Florianopolis,Brazil,0.000273927632369
1527,CIA,Ciampino,Rome,Italy,0.000273553676495
4676,ERS,Eros Airport,Windhoek,Namibia,0.000269621715238
1300,AJA,Campo Dell Oro,Ajaccio,France,0.000268813417839
5663,UNK,Unalakleet Airport,Unalakleet,United States,0.000268445776472
1746,MBJ,Sangster Intl,Montego Bay,Jamaica,0.000268287226893
3858,EVN,Zvartnots,Yerevan,Armenia,0.000267062426032
524,KOI,Kirkwall,Kirkwall,United Kingdom,0.000266971022506
987,HRE,Harare Intl,Harare,Zimbabwe,0.000266508504209
677,GOT,Landvetter,Gothenborg,Sweden,0.000266322935664
2800,ANU,V C Bird Intl,Antigua,Antigua and Barbuda,0.000266233014527
2837,FRU,Manas,Bishkek,Kyrgyzstan,0.000265878759112
495,JER,Jersey,Jersey,Jersey,0.000265694912834
462,BFS,Belfast Intl,Belfast,United Kingdom,0.00026554302739
243,OUA,Ouagadougou,Ouagadougou,Burkina Faso,0.00026296412844
3613,JAX,Jacksonville Intl,Jacksonville,United States,0.000262719355376
2674,MDE,Jose Maria Cordova,Rio Negro,Colombia,0.000262543870705
2033,MED,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,0.000261834176059
2538,PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,0.000260230876121
344,NUE,Nurnberg,Nuernberg,Germany,0.00025892595379
659,GDN,Lech Walesa,Gdansk,Poland,0.000258407447305
527,ABZ,Dyce,Aberdeen,United Kingdom,0.000258087999769
3321,FYU,Fort Yukon,Fort Yukon,United States,0.000256856919571
1450,CHQ,Souda,Chania,Greece,0.000256488570384
2658,EOH,Olaya Herrera,Medellin,Colombia,0.000256252993273
8,SFJ,Sondre Stromfjord,Sondrestrom,Greenland,0.000256170084381
2091,BND,Bandar Abbass Intl,Bandar Abbas,Iran,0.000256078405261
1734,GUA,La Aurora,Guatemala City,Guatemala,0.000255980128888
2459,PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,0.000254581958836
3764,OKC,Will Rogers World,Oklahoma City,United States,0.000254537115164
3906,SDF,Louisville International Airport,Louisville,United States,0.000254523271991
491,SOU,Southampton,Southampton,United Kingdom,0.000254394614668
2860,IKT,Irkutsk,Irkutsk,Russia,0.000253833865728
961,MPM,Maputo,Maputo,Mozambique,0.000253341014913
5263,WUX,Wuxi Airport,Wuxi,China,0.00025284007898
2568,VIX,Goiabeiras,Vitoria,Brazil,0.000252255341314
3949,SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,0.000251153048397
350,BRE,Neuenland,Bremen,Germany,0.000250130409066
3070,TRV,Thiruvananthapuram Intl,Trivandrum,India,0.000246350378158
4886,RAB,Tokua Airport,Tokua,Papua New Guinea,0.000246122367515
3038,VTE,Wattay Intl,Vientiane,Laos,0.000245361588184
3157,MDC,Sam Ratulangi,Manado,Indonesia,0.000245346290272
1801,PVR,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,0.00024503960767
3726,BDL,Bradley Intl,Windsor Locks,United States,0.000244057744225
1830,BOC,Bocas Del Toro Intl,Bocas Del Toro,Panama,0.000243128918305
1186,ZAG,Zagreb,Zagreb,Croatia,0.00024273153449
2,HGU,Mount Hagen,Mount Hagen,Papua New Guinea,0.000242722938614
4009,KUF,Kurumoch,Samara,Russia,0.000241656411738
6,UAK,Narsarsuaq,Narssarssuaq,Greenland,0.00024154006509
3983,STM,Santarem,Santarem,Brazil,0.000241533869988
689,NYO,Skavsta,Stockholm,Sweden,0.000241241079517
2910,KZN,Kazan,Kazan,Russia,0.000241157398206
1721,PLS,Providenciales,Providenciales,Turks and Caicos Islands,0.000240705301658
2469,CGR,Campo Grande,Campo Grande,Brazil,0.000240505982392
3132,MYT,Myitkyina,Myitkyina,Burma,0.000240406488838
3518,PIE,St Petersburg Clearwater Intl,St. Petersburg,United States,0.000240311897657
484,CWL,Cardiff,Cardiff,United Kingdom,0.000239940167378
655,TRF,Torp,Sandefjord,Norway,0.000239167166217
2881,KRR,Pashkovskiy,Krasnodar,Russia,0.000238055590565
4202,BJV,Bodrum - Milas,Bodrum,Turkey,0.00023798841237
2954,REP,Siem Reap,Siem-reap,Cambodia,0.000237768200883
1536,FLR,Firenze,Florence,Italy,0.00023596355205
2544,RAO,Leite Lopes,Ribeirao Preto,Brazil,0.000235441650298
3798,JOG,Adi Sutjipto,Yogyakarta,Indonesia,0.000235397223259
3,LAE,Nadzab,Nadzab,Papua New Guinea,0.000235332227248
31,YCB,Cambridge Bay,Cambridge Bay,Canada,0.000234962972436
187,YYT,St Johns Intl,St. John's,Canada,0.000234701434493
2827,POS,Piarco,Port-of-spain,Trinidad and Tobago,0.000234661438256
900,RUN,St Denis Gillot,St.-denis,Reunion,0.000234588776122
785,DUR,Durban Intl,Durban,South Africa,0.00023456886832
3108,DAD,Danang Intl,Danang,Vietnam,0.000234479349325
2801,BGI,Grantley Adams Intl,Bridgetown,Barbados,0.000233770288708
3472,BRW,Wiley Post Will Rogers Mem,Barrow,United States,0.000233288166535
4814,YKQ,Waskaganish Airport,Waskaganish,Canada,0.000232899135808
2219,TSA,Sungshan,Taipei,Taiwan,0.000232882492645
228,ORN,Es Senia,Oran,Algeria,0.000232589833032
4910,MUA,Munda Airport,Munda,Solomon Islands,0.000231651757076
1742,TGU,Toncontin Intl,Tegucigalpa,Honduras,0.000231609451071
2515,MAB,Maraba,Maraba,Brazil,0.000231052076983
2384,MDZ,El Plumerillo,Mendoza,Argentina,0.000230807596265
3270,HLD,Dongshan,Hailar,China,0.000229948527488
1709,PRN,Pristina,Pristina,Serbia,0.000229687117096
3163,AMQ,Pattimura,Ambon,Indonesia,0.000229144552566
3819,SRI,Temindung,Samarinda,Indonesia,0.000228883487738
649,RYG,Moss,Rygge,Norway,0.000228373008695
153,YVQ,Norman Wells,Norman Wells,Canada,0.000228058499906
1964,NOU,La Tontouta,Noumea,New Caledonia,0.00022776727628
2166,PEW,Peshawar Intl,Peshawar,Pakistan,0.000227510345726
1158,JRO,Kilimanjaro Intl,Kilimanjaro,Tanzania,0.000226814087964
1606,PDL,Ponta Delgada,Ponta Delgada,Portugal,0.000226270105571
1959,LIF,Lifou,Lifou,New Caledonia,0.000225859052976
2937,PNQ,Pune,Pune,India,0.000224792486614
6107,CKS,Carajas Airport,Parauapebas,Brazil,0.000224419626356
601,BLL,Billund,Billund,Denmark,0.00022361504347
3432,ADQ,Kodiak,Kodiak,United States,0.000223343155608
953,LBV,Leon M Ba,Libreville,Gabon,0.000221819766917
4206,BME,Broome,Broome,Australia,0.000221398494746
2140,SHJ,Sharjah Intl,Sharjah,United Arab Emirates,0.000221085569007
3623,PBI,Palm Beach Intl,West Palm Beach,United States,0.00022082753645
2953,PNH,Phnom Penh Intl,Phnom-penh,Cambodia,0.000220199267691
1455,JTR,Santorini,Thira,Greece,0.000220024366872
1950,RGI,Rangiroa,Rangiroa,French Polynesia,0.000219198233362
2874,KGD,Khrabrovo,Kaliningrad,Russia,0.000217009765611
867,BZV,Maya Maya,Brazzaville,Congo (Brazzaville),0.000216801760516
2912,UFA,Ufa,Ufa,Russia,0.000216360861213
3054,CCJ,Calicut,Calicut,India,0.000216105619655
4249,ARH,Talagi,Arkhangelsk,Russia,0.000216076344588
5228,ZUH,Zhuhai Airport,Zhuhai,China,0.000215968660688
2129,AZI,Bateen,Abu Dhabi,United Arab Emirates,0.000215792593826
3521,SCC,Deadhorse,Deadhorse,United States,0.000215151373619
1133,BEN,Benina,Benghazi,Libya,0.000214435616347
1773,HMO,General Ignacio P Garcia Intl,Hermosillo,Mexico,0.000213586723118
3721,BUF,Buffalo Niagara Intl,Buffalo,United States,0.00021314601165
1890,GCM,Owen Roberts Intl,Georgetown,Cayman Islands,0.000212849460744
6022,NBE,Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia,0.000212826970467
1489,TPS,Trapani Birgi,Trapani,Italy,0.000212765568037
727,BMA,Bromma,Stockholm,Sweden,0.000212741652595
591,ORK,Cork,Cork,Ireland,0.000211761430608
1524,VRN,Villafranca,Villafranca,Italy,0.00021155349187
2697,TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,0.000211381420756
1738,SAP,La Mesa Intl,San Pedro Sula,Honduras,0.000211368487781
3708,RNO,Reno Tahoe Intl,Reno,United States,0.000210933936334
1039,TFN,Tenerife Norte,Tenerife,Spain,0.000210084413166
3180,PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia,0.000209519391447
4212,HFT,Hammerfest Airport,Hammerfest,Norway,0.000209243187336
3172,MUR,Marudi,Marudi,Malaysia,0.00020913271715
3355,OMA,Eppley Afld,Omaha,United States,0.000209107945382
3765,ALB,Albany Intl,Albany,United States,0.000208946981917
2547,SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,0.000208741551406
4358,KLG,Kalskag Airport,Kalskag,United States,0.000207797634252
2375,COR,Ambrosio L V Taravella,Cordoba,Argentina,0.00020731700799
4010,JIB,Ambouli International Airport,Djibouti,Djibouti,0.000205332592613
2808,STT,Cyril E King,St. Thomas,Virgin Islands,0.000204587172796
2528,NAT,Augusto Severo,Natal,Brazil,0.00020455166518
2856,UUS,Khomutovo,Yuzhno-sakhalinsk,Russia,0.000203458387764
2806,PTP,Le Raizet,Pointe-a-pitre,Guadeloupe,0.000203299638541
4790,YTL,Big Trout Lake Airport,Big Trout Lake,Canada,0.000203185287147
1375,LIL,Lesquin,Lille,France,0.000202385802893
4301,RIA,Santa Maria Airport,Santa Maria,Brazil,0.00020225648935
5,WWK,Wewak Intl,Wewak,Papua New Guinea,0.00020222235873
2838,OSS,Osh,Osh,Kyrgyzstan,0.000201402259445
1989,ZQN,Queenstown,Queenstown International,New Zealand,0.000201085515127
3168,SOQ,Jefman,Sorong,Indonesia,0.000200980238108
1918,BZE,Philip S W Goldson Intl,Belize City,Belize,0.000199584966097
3981,DVO,Francisco Bangoy International,Davao,Philippines,0.000198867804071
5794,KGX,Grayling Airport,Grayling,United States,0.000198684115973
3415,KOA,Kona Intl At Keahole,Kona,United States,0.000198232079859
2885,ROV,Rostov Na Donu,Rostov,Russia,0.000198061345474
2776,PMV,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,0.000197834589834
3712,BHM,Birmingham Intl,Birmingham,United States,0.000197764896526
3512,ORF,Norfolk Intl,Norfolk,United States,0.000197387312305
1585,SZG,Salzburg,Salzburg,Austria,0.000197016345783
1168,TIA,Tirana Rinas,Tirana,Albania,0.000196260453945
1464,ZTH,Dionysios Solomos,Zakynthos,Greece,0.000195831702018
1220,SCQ,Santiago,Santiago,Spain,0.000195651983801
3542,PVD,Theodore Francis Green State,Providence,United States,0.000194768284098
5688,TAL,Tanana Airport,Tanana,United States,0.000194023827035
5514,KSM,St Marys Airport,St Mary's,United States,0.000193558673534
2657,LET,Alfredo Vasquez Cobo,Leticia,Colombia,0.000193006196151
345,LEJ,Leipzig Halle,Leipzig,Germany,0.000192921418776
1500,TRN,Torino,Torino,Italy,0.000192886186704
1411,SXB,Entzheim,Strasbourg,France,0.000192882252403
1491,AHO,Alghero,Alghero,Italy,0.000192631014243
3796,BDO,Husein Sastranegara,Bandung,Indonesia,0.000192427258441
1213,REU,Reus,Reus,Spain,0.000191968476081
4166,SPR,San Pedro,San Pedro,Belize,0.000191900639819
5992,JIJ,Jijiga Airport,Jijiga,Ethiopia,0.000191841980037
3867,TBS,Tbilisi,Tbilisi,Georgia,0.000191623073121
1513,TSF,Treviso,Treviso,Italy,0.000191600689237
4825,YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,0.000191233952074
5510,RBY,Ruby Airport,Ruby,United States,0.000190549735903
905,TMM,Toamasina,Toamasina,Madagascar,0.000189482298996
4254,SCO,Aktau,Aktau,Kazakhstan,0.000189374679522
2581,ANF,Cerro Moreno Intl,Antofagasta,Chile,0.000189285185263
2521,MCZ,Zumbi Dos Palmares,Maceio,Brazil,0.000189277603246
370,DTM,Dortmund,Dortmund,Germany,0.000189246529245
2256,NGS,Nagasaki,Nagasaki,Japan,0.000189019495905
2290,SDJ,Sendai,Sendai,Japan,0.000188714937393
6810,OIA,Ourilandia do Norte Airport,Ourilandia do Norte,Brazil,0.000188219194077
3627,BFI,Boeing Fld King Co Intl,Seattle,United States,0.0001873017344
5259,JJN,Quanzhou Airport,Quanzhou,China,0.000186574095944
2739,CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,0.000186503911198
734,VBY,Visby,Visby,Sweden,0.000186496823445
2068,KIH,Kish Island,Kish Island,Iran,0.00018645545688
4051,NSI,Yaounde Nsimalen,Yaounde,Cameroon,0.000186329311283
1109,HRG,Hurghada Intl,Hurghada,Egypt,0.000185813356095
1002,FIH,Ndjili Intl,Kinshasa,Congo (Kinshasa),0.000185641125434
3586,GRR,Gerald R Ford Intl,Grand Rapids,United States,0.000185560674468
4839,YAT,Attawapiskat Airport,Attawapiskat,Canada,0.000185458492422
662,KTW,Pyrzowice,Katowice,Poland,0.000185156830381
4417,NUS,Norsup Airport,Norsup,Vanuatu,0.000184993794655
126,YRB,Resolute Bay,Resolute,Canada,0.000184828738928
5673,RSH,Russian Mission Airport,Russian Mission,United States,0.000184700208998
3396,BOI,Boise Air Terminal,Boise,United States,0.000184437888684
4002,TJM,Roschino,Tyumen,Russia,0.000184385761654
3509,RIC,Richmond Intl,Richmond,United States,0.000184042213065
1482,SUF,Lamezia Terme,Lamezia,Italy,0.000183962236617
4189,SWA,Wai Sha Airport,Shantou,China,0.000183427206583
2865,SIP,Simferopol Intl,Simferopol,Ukraine,0.000182884777187
1542,LJU,Ljubljana,Ljubljana,Slovenia,0.000182450887668
3807,BDJ,Syamsudin Noor,Banjarmasin,Indonesia,0.000182310599055
2116,ZAH,Zahedan Intl,Zahedan,Iran,0.00018208809438
1297,BIA,Poretta,Bastia,France,0.000182035843335
1702,KIV,Chisinau Intl,Chisinau,Moldova,0.000181733218011
4357,MCG,McGrath Airport,Mcgrath,United States,0.000181488136417
5762,WAA,Wales Airport,Wales,United States,0.000181362413202
3756,TUL,Tulsa Intl,Tulsa,United States,0.000180769456985
4863,YWM,Williams Harbour Airport,Williams Harbour,Canada,0.000180192028982
547,EXT,Exeter,Exeter,United Kingdom,0.000180070787327
3122,HEH,Heho,Heho,Burma,0.000179919555711
2743,MVD,Carrasco Intl,Montevideo,Uruguay,0.000179657769809
2804,FDF,Le Lamentin,Fort-de-france,Martinique,0.000179373489314
142,YTZ,City Centre,Toronto,Canada,0.000179173244226
3503,LIH,Lihue,Lihue,United States,0.000179007673316
2883,MRV,Mineralnyye Vody,Mineralnye Vody,Russia,0.000178581494926
2212,RMQ,Ching Chuang Kang,Taichung,Taiwan,0.000178221623878
1041,FNA,Freetown Lungi,Freetown,Sierra Leone,0.000178024944863
5305,DSN,Ordos Ejin Horo,Dongsheng,China,0.000177788309189
1,MAG,Madang,Madang,Papua New Guinea,0.000177776752714
5505,YPX,Puvirnituq Airport,Puvirnituq,Canada,0.000177588077966
5665,SHX,Shageluk Airport,Shageluk,United States,0.000177355668445
3179,BWN,Brunei Intl,Bandar Seri Begawan,Brunei,0.000177351903989
295,LFW,Gnassingbe Eyadema Intl,Lome,Togo,0.000177196567374
2342,ZAM,Zamboanga Intl,Zamboanga,Philippines,0.000177176346318
3017,JAI,Jaipur,Jaipur,India,0.0001766447616
1444,JMK,Mikonos,Mykonos,Greece,0.000176039040889
4773,ZSJ,Sandy Lake Airport,Sandy Lake,Canada,0.000175962652928
2009,KBL,Kabul Intl,Kabul,Afghanistan,0.000175901822534
3537,TUS,Tucson Intl,Tucson,United States,0.000175559326822
3259,CBR,Canberra,Canberra,Australia,0.000175464304568
670,WRO,Strachowice,Wroclaw,Poland,0.000175235604021
1187,ZAD,Zadar,Zadar,Croatia,0.000175078525081
185,YYQ,Churchill,Churchill,Canada,0.000174991539447
49,YEK,Arviat,Eskimo Point,Canada,0.000174491087593
4135,SRZ,Santa Cruz,Santa Cruz,Bolivia,0.000174216390495
4713,ORP,Orapa Airport,Orapa,Botswana,0.000174185681937
5797,RDS,Rincon de los Sauces,Rincon de los Sauces,Argentina,0.000174185681937
5018,NFG,Nefteyugansk Airport,Nefteyugansk,Russia,0.000174185681937
5798,OLN,Colonia Sarmiento,Colonia Sarmiento,Argentina,0.000174185681937
4712,SWX,Shakawe Airport,Shakawe,Botswana,0.000174185681937
5800,RYO,Rio Turbio,Rio Turbio,Argentina,0.000174185681937
5801,PNT,Puerto Natales,Puerto Natales,Chile,0.000174185681937
5802,CVI,Caleta Olivia,Caleta Olivia,Argentina,0.000174185681937
6066,QYI,Hilversum Railway Station,Hilversum,Netherlands,0.000174185681937
5804,SGV,Sierra Grande,Sierra Grande,Argentina,0.000174185681937
4224,HKV,Uzundzhovo,Haskovo,Bulgaria,0.000174185681937
3668,IAB,Mc Connell Afb,Wichita,United States,0.000174185681937
5805,IGB,Ingeniero Jacobacci,Ingeniero Jacobacci,Argentina,0.000174185681937
5807,ELX,El Chalten,El Chalten,Argentina,0.000174185681937
5808,NCN,Chenega Bay Airport,Chenega,United States,0.000174185681937
5019,KRO,Kurgan Airport,Kurgan,Russia,0.000174185681937
5017,RAT,Raduzhny Airport,Raduzhnyi,Russia,0.000174185681937
5809,CZN,Chisana Airport,Chisana,United States,0.000174185681937
5810,6K8,Tok Junction Airport,Tok,United States,0.000174185681937
2060,QMJ,Shahid Asyaee,Masjed Soleiman,Iran,0.000174185681937
4506,AIM,Ailuk Airport,Ailuk Island,Marshall Islands,0.000174185681937
4505,AUL,Aur Island Airport,Aur Atoll,Marshall Islands,0.000174185681937
3463,DMA,Davis Monthan Afb,Tucson,United States,0.000174185681937
4827,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,0.000174185681937
3464,NPA,Pensacola Nas,Pensacola,United States,0.000174185681937
4504,BII,Enyu Airfield,Bikini Atoll,Marshall Islands,0.000174185681937
6064,CQM,Ciudad Real Central Airport,Ciudad Real,Spain,0.000174185681937
4682,SRH,Sarh Airport,Sarh,Chad,0.000174185681937
2053,OXD,Miami University Airport,Oxford,United States,0.000174185681937
4167,SDX,Sedona,Sedona,United States,0.000174185681937
5796,APZ,ZAPALA,ZAPALA,Argentina,0.000174185681937
3669,NBG,New Orleans Nas Jrb,New Orleans,United States,0.000174185681937
5012,NYA,Nyagan Airport,Nyagan,Russia,0.000174185681937
4507,UTK,Utirik Airport,Utirik Island,Marshall Islands,0.000174185681937
3449,SPG,Albert Whitted,St. Petersburg,United States,0.000174185681937
2104,RAF,Aeropuerto de Rafaela,Rafaela,Argentina,0.000174185681937
3450,FMY,Page Fld,Fort Myers,United States,0.000174185681937
5772,ICY,Icy Bay Airport,Icy Bay,United States,0.000174185681937
5773,CYT,Yakataga Airport,Yakataga,United States,0.000174185681937
2100,WSY,Whitsunday Airstrip,Airlie Beach,Australia,0.000174185681937
5031,LPK,Lipetsk Airport,Lipetsk,Russia,0.000174185681937
3452,MLT,Millinocket Muni,Millinocket,United States,0.000174185681937
5030,URS,Kursk East Airport,Kursk,Russia,0.000174185681937
3453,ADW,Andrews Afb,Camp Springs,United States,0.000174185681937
4508,AAZ,Quezaltenango Airport,Quezaltenango,Guatemala,0.000174185681937
3454,INT,Smith Reynolds,Winston-salem,United States,0.000174185681937
4159,BPE,Bagan,Bagan,Burma,0.000174185681937
3924,TSS,East 34th Street Heliport,New York,United States,0.000174185681937
3055,CDP,Cuddapah,Cuddapah,India,0.000174185681937
6067,CSA,Colonsay Airport,Colonsay,United Kingdom,0.000174185681937
3455,VCV,Southern California Logistics,Victorville,United States,0.000174185681937
5785,NNL,Nondalton Airport,Nondalton,United States,0.000174185681937
5028,RYB,Staroselye Airport,Rybinsk,Russia,0.000174185681937
5786,PDB,Pedro Bay Airport,Pedro Bay,United States,0.000174185681937
3456,CEW,Bob Sikes,Crestview,United States,0.000174185681937
3457,GTB,Wheeler Sack Aaf,Fort Drum,United States,0.000174185681937
4162,HQM,Bowerman Field,Hoquiam,United States,0.000174185681937
3458,PHN,St Clair Co Intl,Port Huron,United States,0.000174185681937
2081,MIE,Delaware County Airport,Muncie,United States,0.000174185681937
4711,TLD,Limpopo Valley Airport,Tuli Lodge,Botswana,0.000174185681937
3049,BEP,Bellary,Bellary,India,0.000174185681937
3923,MFN,Milford Sound Airport,Milford Sound,New Zealand,0.000174185681937
5819,AQC,Klawock Seaplane Base,Klawock,United States,0.000174185681937
6021,WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,0.000174185681937
3448,HKY,Hickory Rgnl,Hickory,United States,0.000174185681937
2008,JAA,Jalalabad,Jalalabad,Afghanistan,0.000174185681937
5857,PVP,Palo Verde Airport,San Bruno,Mexico,0.000174185681937
3468,BKF,Buckley Afb,Buckley,United States,0.000174185681937
5861,BGK,Big Creek Airport,Big Creek,Belize,0.000174185681937
5000,BKX,Brookings Regional Airport,Brookings,United States,0.000174185681937
4760,NQT,Nottingham Airport,Nottingham,United Kingdom,0.000174185681937
6063,HSK,Huesca-Pirineos Airport,Huesca,Spain,0.000174185681937
2015,UND,Konduz,Kunduz,Afghanistan,0.000174185681937
5863,PLJ,Placencia Airport,Placencia,Belize,0.000174185681937
5864,SJX,Sartaneja Airport,Sarteneja,Belize,0.000174185681937
